GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,MAD,EXST 2
GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,MAD,HRD 1
GRETCHEN WILSON,HOMEWRECKER,MEL,1007257
GRETCHEN WILSON,REDNECK WOMAN,MAD,EXST 2
GUITAR SLINGERS,BABY IT'S ALRIGHT,MAD,POY
GUITAR SLINGERS,BAD CASE OF LOVING YOU,MAD,POY
GUITAR SLINGERS,LIKE A DOG FOR THE BONE,MAD,POY
GULLIVER,MIKÄ SAI SUN SUUTTUMAAN?,MAD,PW
GUNS ’N ROSES,BACK OFF BITCH,MAD,HRD 1
GUNS ’N ROSES,DON'T CRY,MAD,HRD 1
GUNS ’N ROSES,KNOCKIN' ON HEAVEN'S DOOR,MAD,HRD 1
GUNS ’N ROSES,KNOCKIN' ON HEAVEN'S DOOR,MAD,PK17
GUNS ’N ROSES,LIVE AND LET DIE,MAD,HRD 1
GUNS ’N ROSES,LIVE AND LET DIE,MAD,MPR
GUNS ’N ROSES,MR. BROWNSTONE,MAD,HRD 1
GUNS ’N ROSES,MY MICHELLE,MAD,HRD 1
GUNS ’N ROSES,NOVEMBER RAIN,MAD,HRD 1
GUNS ’N ROSES,NOVEMBER RAIN,MAD,PK11
GUNS ’N ROSES,PARADISE CITY,MAD,HRD 1
GUNS ’N ROSES,PATIENCE,MAD,HRD 1
GUNS ’N ROSES,PATIENCE,MAD,MPR
GUNS ’N ROSES,PATIENCE,MAD,PK17
GUNS ’N ROSES,SINCE I DON'T HAVE YOU,MAD,HRD 1
GUNS ’N ROSES,SWEET CHILD O' MINE,MAD,EXST 1
GUNS ’N ROSES,SWEET CHILD O' MINE,MAD,HRD 1
GUNS ’N ROSES,SWEET CHILD O' MINE,MAD,MPR
GUNS ’N ROSES,SWEET CHILD O' MINE,MAD,PK13
GUNS ’N ROSES,USED TO LOVE HER,MAD,EXST 2
GUNS ’N ROSES,USED TO LOVE HER,MAD,HRD 1
GUNS ’N ROSES,WELCOME TO THE JUNGLE,MAD,HRD 1
GUNS ’N ROSES,WELCOME TO THE JUNGLE,MAD,PK20
GUNS ’N ROSES,YOU COULD BE MINE,MAD,HRD 1
GUNS N ROSES,LIVE AND LET DIE,MEL,1001027
GUNS N ROSES,NOVEMBER RAIN,MEL,1006682
GUNS N ROSES,PATIENCE,MEL,1001010
GUNS N ROSES,SWEET CHILD OF MINE,MEL,1001018
GUY MITCHELL,SINGING THE BLUES,MAD,PIO-018
GWEN STEFANI,HOLLABACK GIRL,MAD,EXST 2
GYLLENE TIDER,SOMMARTIDER,MEL,1314149
H I M,BURIED ALIVE BY LOVE,MAD,HEVI 1
H I M,BURIED ALIVE BY LOVE,MAD,HRD 1
H I M,JOIN ME IN DEATH,MAD,PWD-09
H I M,RIGHT HERE IN MY ARMS,MAD,HEVI 2
H I M,RIGHT HERE IN MY ARMS,MAD,HRD 1
H I M,WINGS OF A BUTTERFLY,MAD,HEVI 3
H I M,WINGS OF A BUTTERFLY,MAD,HRD 1
H I M,YOUR SWEET 666,MAD,HRD 1
H I M,YOUR SWEET SIX SIX SIX,MAD,HEVI 3
HAIR,EASY TO BE HARD,MEL,1007308
HALOO HELSINKI,BEIBI,MAD,LK24
HALOO HELSINKI,BEIBI,MAD,MPR
HALOO HELSINKI,BEIBI,MEL,1314846
HALOO HELSINKI,CARPE DIEM,MAD,LK23
HALOO HELSINKI,CARPE DIEM,MEL,1314428
HALOO HELSINKI,GARDENIA,MAD,KUNINGAS
HALOO HELSINKI,HALOO HELSINKI,MEL,1003678
HALOO HELSINKI,HULLUUDEN HIGHWAY,MAD,MPR
HALOO HELSINKI,HUUDA!,MAD,LK
HALOO HELSINKI,HUUDA!,MEL,1314027
HALOO HELSINKI,JOS MUN POKKA PETTÄÄ,MAD,LK
HALOO HELSINKI,JOS MUN POKKA PETTÄÄ,MEL,1312343
HALOO HELSINKI,JOS MUN POKKA PETTÄÄ,MEL,1312826
HALOO HELSINKI,KAIKKI PÄÄTTYY KYYNELIIN,MAD,KUNINGAS
HALOO HELSINKI,KEVYEMPI KANTAA,MAD,SK4
HALOO HELSINKI,KIITOS EI OLE KIROSANA,MAD,LK24
HALOO HELSINKI,KUULE MINUA,MEL,1293803
HALOO HELSINKI,KUUSSA TUULEE,MAD,LK24
HALOO HELSINKI,LADY DOMINA,MAD,POY
HALOO HELSINKI,LÄHTÖVALMIINA,MAD,LK23
HALOO HELSINKI,LÄHTÖVALMIINA,MAD,MPR
HALOO HELSINKI,LÄHTÖVALMIINA,MEL,1314665
HALOO HELSINKI,MAAILMA ON TEHTY MEITÄ VARTEN,MAD,LK
HALOO HELSINKI,MAAILMA ON TEHTY MEITÄ VARTEN,MEL,1295322
HALOO HELSINKI,MAAILMA ON TEHTY MEITÄ VARTEN,MEL,1314048
HALOO HELSINKI,MAAILMAN TOISELLA PUOLEN,MAD,KPP40
HALOO HELSINKI,MAAILMAN TOISELLA PUOLEN,MAD,LK
HALOO HELSINKI,MAAILMAN TOISELLA PUOLEN,MEL,1004059
HALOO HELSINKI,PIILOTAN MUN KYYNELEET,MAD,COV14
HALOO HELSINKI,PULP FICTION,MAD,LK
HALOO HELSINKI,PULP FICTION,MAD,MPR
HALOO HELSINKI,RAKKAUS,MEL,1314442
HALOO HELSINKI,REIVILUOLA,MAD,POY
HALOO HELSINKI,SYVÄLLE SILMIIN,MAD,MPR
HALOO HELSINKI,SYVÄLLE SILMIIN,MEL,1314664
HALOO HELSINKI,TUNTEMATON,MAD,SK4
HALOO HELSINKI,VAPAUS KÄTEEN JÄÄ,MAD,LK
HALOO HELSINKI,VAPAUS KÄTEEN JÄÄ,MEL,1295352
HALOO HELSINKI,VAPAUS KÄTEEN JÄÄ,MEL,1314021
HALOO HELSINKI,VIERI VESI VIERI,MEL,1314421
HALOO HELSINKI,VIERI, VESI, VIERI,MAD,MPR
HALOO HELSINKI,VIHAAN KYLLÄSTYNYT,MAD,LK24
HALOO HELSINKI,VIHAAN KYLLÄSTYNYT,MAD,MPR
HALOO HELSINKI,VIHAAN KYLLÄSTYNYT,MEL,1314847
HALOO HELSINKI,VOIKO ENKELITKIN EKSYÄ,MAD,KUNINGAS
HALOO HELSINKI MOKOMA,KUU SAA VALTANSA AURINGOLTA,MEL,1314402
HALOO HELSINKI!,HULLUUDEN HIGHWAY,MEL,3425948
HALOO HELSINKI!,HUUDA!,MEL,1295355
HALOO HELSINKI!,KEVYEMPI KANTAA,MEL,3426054
HALOO HELSINKI!,KIITOS EI OLE KIROSANA,MEL,1315151
HALOO HELSINKI!,KUUSSA TUULEE,MEL,1315150
HALOO HELSINKI!,MAAILMAN TOISELTA PUOLEN,MEL,1293767
HALOO HELSINKI!,PULP FICTION,MEL,1315267
HALOO HELSINKI!,TUNTEMATON,MEL,3426064
HALOO HELSINKI!,VIERI VESI VIERI,MEL,1001787
HALOO HELSINKI! TAI MOKOMA,KUU SAA VALTANSA AURINGOLTA,MAD,MPR
HANNA EKOLA,VILLIHEVOSIA,MAD,FIN 06A 3
HANNA EKOLA,VILLIHEVOSIA,MAD,FIN 44B14
HANNA EKOLA,VILLIHEVOSIA,MAD,PW
HANNA EKOLA,VILLIHEVOSIA,MEL,1000726
HANNA EKOLA,VILLIHEVOSIA,MEL,1003136
HANNA PAKARINEN,FEARLESS,MEL,1001566
HANNA PAKARINEN,JOKAPÄIVÄINEN,MAD,MPR
HANNA PAKARINEN,JOKAPÄIVÄINEN,MEL,1314359
HANNA PAKARINEN,LEAVE ME ALONE,MAD,KSF1
HANNA PAKARINEN,MAAILMAN IHANIN MIES,MAD,MEL57
HANNA PAKARINEN,MAAILMAN IHANIN MIES,MEL,1312269
HANNA PAKARINEN,MIEHET,MAD,LK
HANNA PAKARINEN,MIEHET,MAD,POY
HANNA PAKARINEN,MIEHET,MEL,1293774
HANNA PAKARINEN,OLIPA KERRAN ELÄMÄ,MAD,MPR
HANNA PAKARINEN,OLIPA KERRAN ELÄMÄ,MEL,1314683
HANNA PAKARINEN,PAPERIMIEHEN TYTÄR,MEL,1004048
HANNA PAKARINEN,SE YKSI AINOA,MEL,1004056
HANNA PAKARINEN,TULIN VOITTAMAAN,MEL,1001568
HANNA TALIKAINEN,TAHDON VIELÄ YRITTÄÄ,MEL,1007442
HANNE,HÄN ON MUN,MAD,FIN 17A10
HANNE,HÄN ON MUN,MEL,1000388
HANNE,HÄN ON MUN,MEL,1003330
HANNE,KELTAISET RUUSUT,MAD,PWR31
HANNE,PIENI PUNAINEN MÖKKI,MAD,PWR31
HANNE,VERUSHKA,MAD,FIN 45A 7
HANNE,VERUSHKA,MAD,PW
HANNE,VERUSHKA,MAD,PWR04
HANNU HAUTANIEMI,KUN SISÄLLÄNI ON VAIN KYYNELEET,MAD,FIAT
HANNU LEIDEN,LEIJONAT,MAD,FIN 22A 3
HANNU MUSTONEN,JÄÄTHÄN,MAD,FIAT
HANOI ROCKS,BOULEVARD OF BROKEN DREAMS,MAD,HRD 1
HANOI ROCKS,DON'T YOU EVER LEAVE ME,MEL,1293799
HANOI ROCKS,TRAGEDY,MAD,HEVI 1
HAPPORADIO,CHE GUEVARA,MAD,MPR
HAPPORADIO,CHE GUEVARA,MAD,POY
HAPPORADIO,CHE GUEVARA,MEL,1314413
HAPPORADIO,HIRSIPUU,MAD,POY
HAPPORADIO,PELASTAJA,MAD,MPR
HAPPORADIO,PELASTAJA,MEL,1315271
HAPPORADIO,PUHU ÄÄNELLÄ JONKA KUULEN,MAD,POY
HAPPORADIO,PUHU ÄÄNELLÄ JONKA KUULEN,MAD,POY
HAPPORADIO,PUHU ÄÄNELLÄ JONKA KUULEN,MEL,1001817
HAPPORADIO,PUHU ÄÄNELLÄ JONKA KUULEN,MEL,1293807
HAPPORADIO,SINÄ JA HÄN,MAD,LK24
HAPPORADIO,SINÄ JA HÄN,MEL,1314073
HAPPORADIO,TAVIKSET,MAD,PWR29
HAPPORADIO,TAVIKSET,MEL,1003372
HAPPORADIO,VAKAVA NAINEN,MEL,1314822
HARMONY SISTERS,KODIN KYNTTILÄT,MAD,FIN 38B10
HARMONY SISTERS,SATAMAN VALOT,MAD,FIN 20B 9
HARMONY SISTERS,SATAMAN VALOT,MEL,1000401
HARMONY SISTERS,SULLE SALAISUUDEN KERTOA MÄ VOISIN,MAD,FIN 12B 5
HARMONY SISTERS,SULLE SALAISUUDEN KERTOA MÄ VOISIN,MEL,1000572
HARPO,MOVIE STAR,MAD,MPR
HARPO,MOVIE STAR,MEL,1000026
HARRI MARSTIO,KALPEAAKIN KALPEEMPAA,MAD,POY
HARRI MARSTIO,MÄ SUA SÄ MUA,MAD,POY
HARRI MARSTIO,ROMANY VIOLIN,MAD,POY
HARRI SAKSALA,PIENET SAMMAKOT,MEL,1001061
HARRY BELAFONTE,TRY TO REMEMBER,MAD,TOPHIT -27
HASSISEN KONE,HASSISEN KONE,MAD,PW
HASSISEN KONE,KULKURIN ILTAKALJA,MAD,POY
HASSISEN KONE,LEVOTTOMAT JALAT,MAD,POY
HASSISEN KONE,OIKEUS ON VOITTANUT TAAS,MAD,POY
HASSISEN KONE,OIKEUS ON VOITTANUT TAAS,MEL,1003778
HASSISEN KONE,RAPPIOLLA,MAD,PWR04
HASSISEN KONE,RAPPIOLLA,MEL,1001540
HASSISEN KONE,RAPPIOLLA,MEL,1002191
HASSISEN KONE,REIPPAINA KÄYMME REKKAIN ALLE,MAD,PWR13
HASSISEN KONE,SYÖKSYLASKIJOITA KAIKKI TYYNNI,MAD,POY
HASSISEN KONE,TÄLLÄ TIELLÄ,MAD,POY
HAULI BROS,MITÄÄN EI SAA PITÄÄ,MEL,1312165
HAUSMYLLY,AURINKO (FEAT.  JANNE HURME),MAD,FIAT
HAUSMYLLY,IKÄVÄ LOKAKUU,MAD,POY
HAUSMYLLY,IKÄVÄ LOKAKUU,MEL,1003048
HAUSMYLLY,JOS,MAD,FIN 12A 4
HAUSMYLLY,JOS,MAD,FK
HAUSMYLLY,JOS,MEL,1000341
HAUSMYLLY,JOS,MEL,1294863
HAUSMYLLY,KEHÄRAAKKEJA JA KUNINKAITA,MEL,1293734
HAUSMYLLY,MAAILMAN REUNALLA,MAD,FIAT
HAUSMYLLY,PUTOAN PILVIIN,MAD,COV19
HAUSMYLLY,SE MUSTAMIES,MAD,PWR30
HAUSMYLLY,SE OIS JO LIIKAA,MEL,1003240
HEATWAVE,BOOGIE NIGHTS,MEL,1007299
HECTOR,AKE, MAKE, PERA JA MÄ,MAD,FIN 25A 6
HECTOR,AKE, MAKE, PERA JA MÄ,MAD,LK
HECTOR,AKE, MAKE, PERA JA MÄ,MEL,1000385
HECTOR,AKE, MAKE, PERA JA MÄ,MEL,1312192
HECTOR,AKE,MAKE,PERA JA MÄ,MEL,1001712
HECTOR,AMSTERDAM,MAD,SK4
HECTOR,AMSTERDAM,MEL,3426048
HECTOR,ASFALTTIPRINSSI,MAD,FIN 40A 6
HECTOR,ASFALTTIPRINSSI,MAD,LK
HECTOR,ASFALTTIPRINSSI,MEL,1000116
HECTOR,ASFALTTIPRINSSI,MEL,1315039
HECTOR,ASVALTTIPRINSSI,MEL,1001726
HECTOR,EI MITTÄÄN,MAD,FIN 23B 6
HECTOR,HANNIKAISEN BAARI,MEL,1002419
HECTOR,HEINÄPELLOLLA,MEL,1315043
HECTOR,JOS SÄ TAHDOT NIIN,MEL,1002312
HECTOR,JUODAAN VIINAA,MAD,FIN 10A 2
HECTOR,JUODAAN VIINAA,MAD,LK
HECTOR,JUODAAN VIINAA,MEL,1000598
HECTOR,JUODAAN VIINAA,MEL,1001716
HECTOR,JUODAAN VIINAA,MEL,1002843
HECTOR,JÄÄVALSSI,MEL,1002352
HECTOR,KAIKKI TAHTOO RAKASTAA,MEL,1001561
HECTOR,KUINKA VOIT VÄITTÄÄ,MEL,1002242
HECTOR,KUINKA VOIT VÄITTÄÄ?,MAD,LKP12
HECTOR,KUN RAKKAUS SAAPUU KAUPUNKIIN,MAD,LK
HECTOR,KUN RAKKAUS SAAPUU KAUPUNKIIN,MEL,1001723
HECTOR,KUUNNELLAAN VAAN TAIVASTA,MEL,1001586
HECTOR,KUUNNELLAAN VAAN TAIVASTA,MEL,1003072
HECTOR,LAPSUUDEN LOPPU,MAD,LK
HECTOR,LAPSUUDEN LOPPU,MEL,1001715
HECTOR,LAPSUUDEN LOPPU,MEL,1315041
HECTOR,LASIKEVÄT/SURULLINEN LIISA,MEL,1315042
HECTOR,LAURA,MAD,FIN 41A 5
HECTOR,LAURA,MEL,1000685
HECTOR,LOLA,MEL,1315085
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MAD,FIN 02A11
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MAD,FIN 35A15
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MAD,PWR04
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MEL,1000719
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MEL,1001578
HECTOR,LUMI TEKI ENKELIN ETEISEEN,MEL,1002497
HECTOR,LÄHES ONNELLINEN MIES,MEL,1001564
HECTOR,MANDOLIINIMIES,MAD,LK
HECTOR,MANDOLIINIMIES,MEL,1001731
HECTOR,MANDOLIINIMIES,MEL,1002328
HECTOR,MARLEENA,MEL,3403271
HECTOR,MONOFILHARMOONIKKO,MEL,1003208
HECTOR,MULLA EI OO RAHAA,MEL,1004378
HECTOR,NOSTALGIA,MEL,1002293
HECTOR,NOSTALGIA OSA 1,MAD,LK
HECTOR,NOSTALGIA OSA1,MEL,1001720
HECTOR,OLEN HAUTAUSMAA,MAD,LK
HECTOR,OLEN HAUTAUSMAA,MEL,1001732
HECTOR,OLEN HAUTAUSMAA,MEL,1002115
HECTOR,OLISIHAN SE HIENOO,MEL,1001574
HECTOR,OMASSA KOTONA,MEL,1003256
HECTOR,PALKKASOTURI,MAD,PWR12
HECTOR,PALKKASOTURI,MEL,1315038
HECTOR,PIANOMIES,MAD,MEL69
HECTOR,PIANOMIES,MEL,3426180
HECTOR,SEISOVAA ILMAA,MEL,1003236
HECTOR,SUDENKORENTO,MAD,LKP12
HECTOR,SUDENKORENTO,MEL,1002994
HECTOR,SUOMI-NEITO,MEL,1315040
HECTOR,SUSANNE,MEL,1002468
HECTOR,TAKATAAN ROOS,MAD,FIN 47A10
HECTOR,TAKATAAN ROOS,MAD,PWR06
HECTOR,TAKATAAN ROOS,MEL,1000634
HECTOR,TAKATAAN ROOS,MEL,1312239
HECTOR,TUULISINA ÖINÄ,MAD,LK
HECTOR,TUULISINA ÖINÄ,MEL,1001725
HECTOR,TÄÄ ON SE AAMU,MEL,1001571
HECTOR,YHTENÄ ILTANA,MAD,LK
HECTOR,YHTENÄ ILTANA,MEL,1001714
HECTOR,YHTENÄ ILTANA,MEL,1003426
HECTOR & CAY,MARLEENA,MAD,SK
HECTOR JA SUSANNA HAAVISTO,KANSSASI ON NIIN HYVÄ OLLA,MEL,1003244
HEIDI KORPINEN,TAO TAO,MEL,1001076
HEIDI KYRÖ,C'EST LA VIE,MAD,PW
HEIDI KYRÖ,IRTIOTTO,MEL,1003556
HEIDI KYRÖ,MINÄ JA ALEX,MAD,PW
HEIDI KYRÖ,PORTTI SYDÄMEEN,MAD,FIN 47A 6
HEIDI KYRÖ,PÄIVÄNVALOON,MEL,1002180
HEIDI KYRÖ,SUN SUOMINEITOS OON,MAD,FIN 32A 2
HEIDI KYRÖ,SUN SUOMINEITOS OON,MEL,1000257
HEIDI KYRÖ,SYKSY,MAD,COV06
HEIDI KYRÖ,SYKSY,MAD,PW
HEIDI KYRÖ,SYKSY,MAD,PWR04
HEIDI LAIVONEN JA NEKUT,ENKELINÄ TOISILLEMME,MEL,1004253
HEIDI PAKARINEN,TANSSIJA,MAD,POY
HEIKKI AARVA - FIN 36B 9,TUULELLA EI OLE YSTÄVÄÄ,MAD,FIN 36B 9
HEIKKI HELA,HILLITÖN HOPEINEN KUU,MEL,1003550
HEIKKI HELA,TÄHTISILMÄ,MEL,1003843
HEIKKI HELA,UNETON YÖ,MAD,POW3
HEIKKI HELA,UNETON YÖ,MAD,PW
HEIKKI HELA,YLI KYNNYSTEN,MAD,FIAT
HEIKKI KINNUNEN,LAULU DNJEPRILLE,MAD,MPR
HEIKKI KINNUNEN,LAULU DNJEPRILLE,MEL,1314403
HEIKKI MUSTONEN,ROUTAINEN MAA,MAD,FIAT
HEINÄSIRKKA,RANSKALAINEN YÖ,MEL,1002721
HELEN MUSICAL JESUS CHRIST SUPERSTAR,I DON'T KNOW HOW TO LOVE HIM,MAD,EXST 3
HELENA KINNUNEN,SUA LIIKAA RAKASTAN,MAD,FIN 43A 6
HELENA KURKI,SÄ OSAAT SILLÄLAILLA PEPPUA VEMPUTTAA,MEL,1293846
HELENA SILTALA,ETKÖ USKALLA MUA RAKASTAA,MAD,FIN 23B 5
HELENA SILTALA,ETKÖ USKALLA MUA RAKASTAA,MEL,1000486
HELENA SILTALA,PIKKU MIDINETTI,MAD,FIN 36B 1
HELENA SILTALA,PIKKU MIDINETTI,MEL,1000534
HELENA SILTALA,PIKKU MIDINETTI,MEL,1002087
HELENA SILTALA,RANSKALAISET KOROT,MAD,FIN 13A 7
HELENA SILTALA,RANSKALAISET KOROT,MEL,1002763
HELENA SJÖHOLM,GABRIELLAS SÅNG,MEL,1314164
HELI KAJO,ELÄMÄSI SULOISIN VIRHE,MAD,LK18
HELI KAJO,ELÄMÄSI SULOISIN VIRHE,MAD,MPR
HELI KAJO,ELÄMÄSI SULOISIN VIRHE,MEL,1314121
HELI KAJO,ELÄMÄSI SULOISIN VIRHE,MEL,1314175
HELI KAJO,JOS MÄ KUOLEN NUORENA,MAD,LK18
HELI KAJO,JOS MÄ KUOLEN NUORENA,MEL,1314171
HELI KEINONEN,AJETHINA ZIGANAISETH,MEL,1002525
HELI KEINONEN,RUSGIE NEITSYT VALGIE NEITSYT,MEL,1002434
HELI RUOTSALAINEN,ILLAN VRJOON TIEMME JOHTAA,MAD,PWD-19
HELI RUOTSALAINEN,KRISTIAN,MEL,1003571
HELISMAA,SORSANMETSÄSTYS,MEL,1314419
HELLO DOLLY,IT TAKES A WOMAN,MEL,1006639
HELMI MARLEENA,HIUKSILLA,MAD,KUNINGAS
HELMI MARLEENA,KOTIVIDEOISSA,MAD,KUNINGAS
HELMI MARLEENA,RAKKAALLENI,MAD,KUNINGAS
HELMI MARLEENA,SAMANLAINEN,MAD,KUNINGAS
HELMI MARLEENA,SYNTYMÄMERKIT (FEAT. ASLA JO),MAD,KUNINGAS
HENRI STENROTH,ENSI KERRAN,MEL,1003686
HENRY THEEL,BESAME MUCHO,MAD,FIN 05B 3
HENRY THEEL,BESAME MUCHO,MEL,1000283
HENRY THEEL,HILJAA SOIVAT BALALAIKAT,MAD,FIN 28B 5
HENRY THEEL,KAKSI RUUSUA,MAD,FIN 42B 9
HENRY THEEL,KULTAINEN NUORUUS,MEL,1314457
HENRY THEEL,KUN ILTA EHTII,MAD,FIN 16A 7
HENRY THEEL,KUN ILTA EHTII,MEL,1000437
HENRY THEEL,KUOLLEET LEHDET,MAD,KK6
HENRY THEEL,KÖYHÄ LAULAJA,MAD,FIN 13B 8
HENRY THEEL,KÖYHÄ LAULAJA,MEL,1000557
HENRY THEEL,LESKEN LEMPI,MAD,PWR03
HENRY THEEL,LILJANKUKKA,MAD,FIN 02B 8
HENRY THEEL,LILJANKUKKA,MAD,FIN 42B14
HENRY THEEL,LILJANKUKKA,MEL,1000189
HENRY THEEL,METSÄKUKKIA,MAD,PWR03
HENRY THEEL,ON ARMAS MULLE AALLON TIE,MEL,1314462
HENRY THEEL,RANTAMÖKISSÄ,MAD,FIN 27B 7
HENRY THEEL,RATTAANPYÖRÄ,MAD,PWR08
HENRY THEEL,SATEINEN ILTA,MAD,FIN 43B 9
HENRY THEEL,SEISKARIN KAUNIS SIIRI,MEL,1314467
HENRY THEEL,SIKS OON MÄ SURUINEN,MEL,1000313
HENRY THEEL,SIKS' OON MÄ SURUINEN,MAD,FIN 05B 2
HENRY THEEL,SIKS' OON MÄ SURUINEN,MAD,FIN 36B14
HENRY THEEL,SYYSPIHLAJAN ALLA,MAD,FIN 17B 6
HENRY THEEL,SYYSPIHLAJAN ALLA,MAD,FK
HENRY THEEL,SYYSPIHLAJAN ALLA,MEL,1000214
HENRY THEEL,TULE HILJAA,MAD,FIN 17B 2
HENRY THEEL,TULE HILJAA,MAD,FK
HENRY THEEL,TULE HILJAA,MEL,1000234
HENRY THEEL,TUMMA YÖ,MAD,FIN 26B 8
HEP STARS,I NATT JAG DRÖMDE,MEL,1314158
HERMAN’S HERMITS,NO MILK TODAY,MAD,MPR
HERMANS HERMITS,NO MILK TODAY,MEL,1000022
HERMANS HERMITS,SILHOUETTES,MAD,EXST 3
HERMANS HERMITS,THERES A KIND OF HUSH,MEL,1007385
HERO,CHAD KROEGER FEAT. JOSEY SCOTT,MAD,HRD 1
HERRA YLPPÖ JA IHMISET,POJAT EI TANSSI,MEL,1007466
HESAÄIJÄ FT. MÄKKI,SAUNA LÄMPEE,MAD,KT
HIM,THE FUNERAL OF HEARTS,MEL,1001563
HISKI SALOMAA,LÄNNEN LOKARI,MAD,FIN 10B 8
HISKI SALOMAA,TISKARIN POLKKA,MAD,MPR
HISKI SALOMAA,TISKARIN POLKKA,MEL,1314381
HOLLIES,HE AIN'T HEAVY (HE'S MY BROTHER),MAD,MPR
HOLLIES,HE AINT HEAVY HES MY BROTHER,MEL,1000036
HOLLIES,I CAN’T TELL THE BOTTOM FROM THE TOP,MAD,EXST 2
HOLLIES,I CANT TELL THE BOTTOM FROM THE TOP,MEL,1006637
HOOTENANNY SINGERS,GABRIELLE,MEL,1002389
HOOTENANNY TRIO,ESPLANADI,MEL,1002197
HOOTERS,FIVE HUNDRED MILES,MAD,TOPHIT-27
HORTTO KAALO,EI KENENKÄÄN LÄHIMMÄINEN,MEL,1002264
HORTTO KAALO,JÄLLEEN KUN OLET VAPAA,MEL,1002991
HORTTO KAALO,MIKSI OVET EI AUKENE MEILLE,MAD,FIN 27A 8
HOT CHOCOLATE,EMMA,MAD,MPR
HOT CHOCOLATE,EMMA,MEL,1000031
HOT CHOCOLATE,I BELIEVE (IN LOVE),MAD,MPR
HOT CHOCOLATE,IBELIEVE,MEL,1000027
HOT CHOCOLATE,PUT YOUR LOVE IN ME,MEL,1004101
HOT CHOCOLATE,YOU SEXY THING,MAD,EXST 1
HOT CHOCOLATE,YOU SEXY THING,MEL,1004117
HOUSEMARTINS,HAPPY HOUR,MAD,EXST 3
HOUSEMARTINS,HAPPY HOUR,MEL,1006636
HOW MANY SISTERS,PUTTEPOSSUN NIMIPÄIVÄT,MEL,1001084
HUEY LEWIS & THE NEWS,IF THIS IS IT,MAD,PIO 1B - 2
HUEY LEWIS & THE NEWS,POWER OF LOVE,MAD,MPR
HUEY LEWIS & THE NEWS,THE HEART OF ROCK'N' ROLL,MAD,PIO 1B - 1
HUEY LEWIS AND GWYNETH PALTROW,CRUISIN,MAD,EXST 3
HUEY LEWIS AND THE NEWS,POWER OF LOVE,MEL,1000102
HUGE L,OON NÄHNYT,MAD,KUNINGAS
HULLUJUSSI,BINGO BANGO BONGO,MAD,FIN 26A 7
HULLUJUSSI,BINGO BANGO BONGO,MEL,1000599
HULLUJUSSI,FRIDUNA SKIKUNA,MEL,1312196
HULLUJUSSI,HULLU KITARA,MAD,POY
HULLUJUSSI,TYTTÖ LILLA NAKKIKIOSKILLA,MEL,1315080
HUMAN BEINGS,NOBODY BUT ME,MAD,EXST 3
HUMAN LEAGUE,DONT YOU WANT ME,MEL,1000017
HUMAN LEAGUE,DON'T YOU WANT ME,MAD,EXST 2
HUMAN LEAGUE,DON'T YOU WANT ME,MAD,MPR
HUMPPAVEIKOT,ALASKA,MEL,1003495
HUMPPAVEIKOT,KATINKA,MEL,1003474
HUMPPAVEIKOT,KUUSAMOON,MEL,1003494
HUMPPAVEIKOT,MUISTOJA KARJALASTA,MAD,PWR31
HUMPPAVEIKOT,PIENI POLKU,MEL,1003488
HUMPPAVEIKOT,PIGALLE,MEL,1003473
HUMPPAVEIKOT,PIHAPIHLAJA,MEL,1003502
HUMPPAVEIKOT,POHJOLA,MEL,1003462
HUMPPAVEIKOT,PUUSEPPÄ,MEL,1003477
HUMPPAVEIKOT,ROMANTIIKKAA RUUSUTARHASSA,MEL,1003460
HUMPPAVEIKOT,SILMÄT TUMMAT KUIN YÖ,MEL,1003464
HUMPPAVEIKOT,SULAMITH,MEL,1003482
HUMPPAVEIKOT,TULIPUNARUUSUT,MEL,1003497
HUMPPAVEIKOT,URALIIN,MEL,1003485
HUMPPAVEIKOT,YÖ ALTAILLA,MEL,1003466
HUMPPA-VEIKOT,JAZZTYTTÖ,MAD,FIN 29B 4
HURRIGANES,AN AWFUL CRIME,MAD,PWD-21
HURRIGANES,AN AWFUL CRIME,MEL,1002195
HURRIGANES,BLUE SUEDE SHOES,MEL,1004213
HURRIGANES,BOURBON STREET,MEL,3403248
HURRIGANES,BOURBONSTREET,MAD,PWD-21
HURRIGANES,CANT COME HOME,MEL,1004201
HURRIGANES,CHINATOWN,MAD,PWD-21
HURRIGANES,DO YOU WANNA DANCE,MEL,1004214
HURRIGANES,GET ON,MAD,PW
HURRIGANES,GET ON,MAD,PWD-21
HURRIGANES,GET ON,MEL,1004203
HURRIGANES,GOOD MORNING LITTLE SCHOOLGIRL,MAD,PW
HURRIGANES,GOOD MORNING LITTLE SCHOOLGIRL,MEL,1004197
HURRIGANES,HEY GROUPIE,MAD,PWD-21
HURRIGANES,I WILL STAY,MEL,1001551
HURRIGANES,I WILL STAY,MEL,1004210
HURRIGANES,I'LL STAY BY YOUR SIDE,MAD,PWD-21
